codigo_comunidad,comunidad,name,year,precio,IPC,edad_media,mano_obra,precio_Acero,precio_Aluminio,precio_Cemento,precio_Ceramica,precio_Cobre,precio_Energía,precio_Ligantes,precio_Madera,num_hipotecas,num_inmigracion
2,andalucia,Andalucía,2005-10-04,1640.0401182552614,79.80028971609804,38.53264836043244,338.1948393593538,978.3656535421777,782.3891677288278,1436.6162711763589,1292.3427559299435,1235.0537505621458,2535.212586972542,2255.0004937519916,1563.9730401091178,88561,339736
7,castilla-mancha,Castilla-La Mancha,2021-01-01,825.1667476667684,96.95201372123381,44.7173104132685,405.66240835298385,1193.3234754486723,775.562471706572,1664.6830995720215,1524.1741901389055,2427.9487547576377,3279.9997961310596,5192.622709937371,1926.5029508291464,5987,165965
3,principado-asturias,Principado de Asturias,2012-09-26,1534.7718232124512,95.579355542446,47.28902545860763,394.9090534808462,1097.1898200075045,745.5600412087039,1657.260160517412,1431.655239443314,2306.182339759041,3617.325961882307,6088.033477560088,1743.6614827257192,1871,38319
13,galicia,Comunidad de Madrid,2004-01-05,2244.531433131402,74.75812147632656,38.73388182690718,319.80664852415146,743.1701611565088,709.4195043286519,1340.5052460043514,1232.7400228683555,715.1073198671098,1769.892079630554,1361.9970765892194,1513.0830492630091,53496,535551
19,melilla,"Melilla, capital",2014-07-10,1655.724586833163,93.19774875936055,35.077703993063245,390.68068774034754,1034.028097747232,725.2381803901354,1605.527507249312,1454.6603017098355,2079.763286369762,3448.0239260216767,5262.028577863649,1783.4668624078206,44,18824
14,region-murcia,Región de Murcia,2017-03-27,938.6974706033615,96.75451750844516,40.59639223072991,396.0359786696099,1103.2580970550014,792.4611595745333,1605.852721458625,1437.468202922592,2081.58355158996,3001.9345942837604,4354.555463074525,1848.8645171888177,3301,101492
15,comunidad-foral-navarra,Comunidad Foral de Navarra,2013-10-01,1446.0,94.09,43.05123432437743,394.3,1069.8,691.8,1667.6,1435.2,2101.4,3483.7,5412.1,1762.4,1373,42346
19,melilla,"Melilla, capital",2017-07-01,1629.4063706031388,94.38308170745482,34.98469930333839,395.357501880997,1088.4190356161184,774.9697190379834,1610.270310376321,1450.3776399021053,2069.269526991456,2908.187343654422,4018.410609348547,1852.588833515375,621,16800
16,pais-vasco,País Vasco,2020-01-01,2083.315435716391,97.14469153853919,46.5576823959763,402.4537577788523,1090.3825304990114,781.4779822225107,1647.2967476442163,1478.7197336149438,2031.6968232381716,3441.868699644473,4673.0873955878305,1902.8563736139174,8348,108581
17,la-rioja,La Rioja,2012-01-04,1357.3561986171057,90.91718948765029,42.91869316757754,379.10116946895704,1159.9871824182685,803.019745623746,1612.812126537593,1421.0050236784136,2366.933602666423,3637.193288846198,6012.890490675091,1753.8509935252587,368,47141
8,castilla-mancha,Castilla-La Mancha,2019-10-05,825.4008784327593,97.96743706519382,44.24777743960779,405.85405660577925,1098.9442072959507,771.8417600599718,1644.1922218517793,1479.0221315387898,1994.2284205226736,3303.430564984621,4979.642839509007,1897.8177062379018,6497,133305
12,galicia,Comunidad Foral de Navarra,2011-09-30,1357.4741511423713,91.80922515923078,45.944356299597665,381.9671461928458,1198.8194781045306,798.2102685910374,1579.0521438105588,1432.8158260519376,2146.5089440267684,3305.7703810189587,5761.698722021192,1752.0092037360196,6169,117734
4,melilla,Islas Baleares,2004-03-27,1768.607208247181,75.25385016736017,39.17319092879613,325.87330259677634,910.0275073277684,717.1164122923115,1383.3308857225677,1235.7990598667034,904.1424675175301,1839.3575690916496,1440.2943419007554,1517.5512682605158,10105,116108
1,andalucia,Andalucía,2010-06-23,1673.2090453079775,87.95175719735197,39.55496384890977,369.6247221463319,1047.6825934516596,772.1402355703084,1571.0517486361584,1435.5256670111876,1858.416296873554,2921.9428772315114,4271.148891602303,1724.2390625604617,39807,528373
14,region-murcia,Región de Murcia,2020-04-01,1021.5840645514993,97.09399870773825,41.17522500238565,401.94391397593336,1096.4793673705626,752.4913437407846,1662.5117626628914,1515.3427259992075,1861.5249345799928,2764.949334392517,4316.369775953841,1906.811251676286,3383,100717
8,castilla-mancha,Castilla-La Mancha,2012-09-30,1047.351278477882,95.38254172827088,41.583887168704514,395.9211010017503,1114.5880725677757,750.7535675048285,1651.912711742691,1427.4478099546127,2347.111071298895,3657.066929327283,5926.04011646454,1759.198163549819,1438,166077
4,islas-baleares,Islas Baleares,2010-03-26,2460.497835384362,87.20063795134863,39.622914692240876,369.61602430501665,1040.3375457585555,826.034951905157,1594.8773215899064,1424.6956413866258,2031.4506541619833,2863.7020445183034,4539.411639583141,1730.7775826613447,7281,202969
11,principado-asturias,Extremadura,2016-06-21,836.7183059705551,93.54614458178119,44.4267044605439,389.30627424143734,1026.451828507382,721.9083557903183,1652.0993780462127,1446.7288357892749,1813.5074856493927,2770.771118961002,3720.3939539852668,1842.425733121173,1003,23253
1,andalucia,Andalucía,2013-10-08,1241.6509871537698,94.47752678049643,40.43268885009729,395.2853915880886,1084.666297656946,682.0886618913314,1672.455549231584,1441.7001554077638,2051.8684250746123,3468.1362271361127,5436.563822048377,1761.3205539177584,11201,490364
19,melilla,"Melilla, capital",2006-10-05,1403.9031243718225,84.8125727034377,34.41937793410894,346.6436540634518,1100.7631432935998,862.813742229314,1567.680452619072,1387.724588144776,2107.7277698981256,2350.694489053504,2227.344904034154,1607.2223546493299,125,-503
8,castilla-mancha,Castilla-La Mancha,2006-04-01,1473.0,81.738,41.00075720765117,345.24,1016.0,895.2,1563.2,1360.4,1838.3,2587.8,2608.7,1586.0,22489,111977
8,castilla-mancha,Castilla-La Mancha,2011-03-29,1276.437445706198,92.16261735485755,41.1298043470763,383.0498438843803,1189.407063605848,811.5708600655928,1565.1738229729997,1431.9538338937339,2377.4751493906733,3372.9360855397463,5358.7558940520275,1733.0708797140887,5592,200748
15,pais-vasco,País Vasco,2018-12-26,2085.0603939197363,95.71480864940925,46.40580531305235,399.11538487277335,1192.7708471528604,806.1890677746765,1634.1392422738336,1457.3448157358832,2054.020334640251,3303.7749557997886,4872.139599462312,1870.4612129033503,5657,100472
6,cantabria,Cantabria,2020-12-21,1358.8966447791022,97.81906795165887,46.97907846158767,405.7882128925044,1189.5218762866466,764.0239576014426,1656.9116682665847,1519.7202469492522,2410.6069900688835,3302.3553653758595,5092.927692277909,1900.7850246520386,289,22659
4,islas-baleares,Islas Baleares,2017-04-18,2014.1230640397328,95.02993730684018,41.333780133720815,400.4479257709081,1092.9435031720404,787.9098219003869,1605.0875759916948,1434.626902826176,2103.757271507891,3003.4267801913697,4359.166943087648,1848.998612937226,2321,132048
6,cantabria,Comunidad de Madrid,2018-06-29,1287.7611552390233,96.35981609742238,46.430188720861906,402.50963559037194,1169.2194612197284,837.0284745476079,1635.4274828546645,1451.028879818974,2077.003064911816,3491.5280532532156,5445.694920006165,1863.3757591859778,1044,2911
15,comunidad-foral-navarra,Comunidad Foral de Navarra,2015-04-03,1270.6740220968713,93.1343280187914,43.66431924686073,392.87374836975897,1024.6614901104708,822.2976716434422,1638.5356751510758,1452.0515154576628,2255.7492840867562,3123.859174689137,4197.826248935107,1800.997858367761,1114,36778
7,castilla-leon,Castilla y León,2008-01-01,1559.0,84.347,45.38193841477655,358.61,1094.9,775.5,1691.8,1483.4,1694.2,2912.3,3161.1,1724.7,19879,129037
3,principado-asturias,Principado de Asturias,2006-10-07,1652.124701895483,82.00002048779604,45.72543963029094,345.38862096890193,1099.7789347238763,871.6611388189358,1558.506211180766,1393.4178430776233,2105.395060851437,2322.0777766582514,2105.979219396643,1610.4477041437617,7200,28195
19,melilla,"Melilla, capital",2020-07-03,1658.8229646744517,95.70300901438048,36.105924044263624,404.53888277870203,1054.234694378248,737.5899956289406,1656.4292854805078,1523.9792517152669,2076.7480585594085,2937.1351204060493,4648.005648842759,1914.988054673868,1461,-18206
14,region-murcia,Región de Murcia,2016-10-04,987.01806267351,94.48158859505823,40.65984985490023,394.67939974167206,995.9838698200342,722.0942722115766,1651.6393061432602,1431.05346011157,1722.0357349860685,2976.6028422029217,3739.521547157379,1855.4660603562186,2597,129130
1,andalucia,Andalucía,2011-10-01,1546.0,91.931,39.89306432164175,382.97,1205.3,803.6,1585.2,1423.9,2145.3,3342.3,5599.1,1745.5,23592,551231
15,comunidad-foral-navarra,Comunidad Foral de Navarra,2012-04-02,1724.4142301203392,92.37591614392151,42.46408675331793,387.6643527300216,1174.4793200309107,787.4007049434848,1594.9561176298048,1427.8257193815161,2240.5334379781566,3701.4513556631628,6234.302894663859,1759.9937959128854,1604,56704
18,ceuta,"Ceuta, capital",2013-01-05,1915.618481825283,95.06117599445538,36.205503938533454,387.668272515512,1113.8303042151979,737.8926136752721,1617.671866430954,1419.8189694635462,2410.747696691113,3512.8122683261004,5260.556838945879,1751.8631267814765,907,-21795
1,andalucia,Andalucía,2009-04-05,1790.3697962946687,87.28261062253577,39.196703646533194,366.8692997591988,974.016315135158,619.1639515930156,1658.1666541893778,1454.7756336941684,1172.8537369192484,2280.5846851218944,2500.1981910641757,1750.2128602119958,47505,514759
1,andalucia,Andalucía,2012-10-01,1391.0,94.771,40.18635241507632,394.45,1116.8,749.1,1652.2,1423.7,2340.9,3620.3,6000.5,1748.5,15287,537285
11,extremadura,Extremadura,2010-09-26,1033.1336750669807,89.87706998453551,42.512170189817006,374.7601966214662,1071.0847142466785,786.5858251897641,1551.8325942699998,1422.2668489603952,2033.9172476813833,2794.365574310972,4232.209971984702,1720.799543233875,3696,37090
1,andalucia,Andalucía,2015-06-28,1173.3215705258854,92.74070504761256,41.09056744992261,391.6567725159679,1012.2912745887929,764.885276970309,1634.0741999631462,1455.1465346063935,2011.5559566233887,3121.984804444931,4256.790668922255,1817.3256817179972,17973,431680
1,andalucia,Andalucía,2015-07-01,1185.215822870338,93.21485707943832,41.35174853453358,393.98647325946297,1013.1445239906482,768.4292480873439,1631.1246819452492,1449.5841373085116,1985.7510973723538,3103.728778824415,4141.036531476595,1820.7441768488472,16869,433450
15,comunidad-foral-navarra,Comunidad Foral de Navarra,2003-09-27,1321.3008964093303,74.60486458843862,41.6578466057031,322.4368839487922,717.703922343053,706.3741978120212,1322.117221239584,1216.2986814200392,639.6769503697548,1863.209772925078,1546.9714645372521,1518.2893595717057,3569,43524
19,melilla,"Melilla, capital",2021-09-28,1717.284643146266,102.55131293559066,36.43042511982739,422.5461847815676,1607.1553755296663,1056.6504156259957,1687.595098178915,1597.0007965084303,3115.719347184177,4444.123768845608,6864.606933512547,2055.4820571236064,33,1212
6,cantabria,Cataluña,2008-07-12,2055.0570840202013,86.85887469805563,43.18197394976125,367.54818051614285,1440.710025539615,843.9808521090994,1723.595912344708,1501.7129476883981,1902.3201635338157,3738.48791453764,4180.441175972436,1722.8828462954307,6521,33994
12,galicia,Comunidad Foral de Navarra,2008-01-01,1466.5816781353215,85.33580279949292,44.79540457061491,358.1359105626869,1103.3109328953562,780.4739292193843,1683.6701184801334,1481.1083489255516,1638.7087952273816,2953.9550261280083,3175.0787026111743,1719.9747054364627,16147,102654
2,aragon,Aragón,2004-06-30,1227.0915682320565,75.83982578279908,43.48012313287348,327.4416461471802,910.0717690928191,753.8253643240892,1379.8346657877744,1254.3885911656384,840.6782194265861,1911.8312847141817,1266.6566657574333,1529.5979643952062,9537,65202
4,islas-baleares,Islas Baleares,2008-09-24,2716.4863519968217,85.62801293163369,39.18627811025938,370.0278161979865,1334.9707791451635,764.1857287318011,1696.603025394069,1469.504730827432,1308.2417370368128,2960.7144198144483,3254.9345863174426,1745.2767432499459,5150,190160
1,andalucia,Cataluña,2016-10-01,1114.8250234558072,94.71682533939847,41.54122971841588,394.473213579548,998.1232404001423,721.5531340757551,1651.6976280203755,1435.4497279174527,1739.708269796737,2873.7549399280247,3712.0859930849883,1843.9574710472466,18046,379954
12,galicia,Islas Baleares,2010-10-09,1390.8687051379236,87.8405832994119,45.82492658296666,373.66763730779576,1059.1657478118893,797.0066368039105,1550.5464798351477,1423.7774987215153,2085.7567529996395,2833.2835120641535,4297.531734948291,1736.049411117378,12056,74958
18,ceuta,"Ceuta, capital",2012-10-03,2059.5663738769795,96.36832330172231,35.918884485746325,395.8835945835894,1123.8601245067848,747.1986667999787,1646.2927519598409,1421.8500647309975,2343.0344861044014,3626.672972602596,6005.533124206232,1746.7517404437376,1208,-947
9,catalunya,Cataluña,2015-04-05,1501.8297260617003,93.66198946950323,43.05080341191665,393.059981759532,1006.5281648122722,818.635814748882,1656.0940849938684,1458.7006257329151,2153.78894921554,3047.948096816221,4167.6553075279635,1806.1600985170633,12620,573500
17,la-rioja,La Rioja,2004-03-29,1134.7714199934417,75.2107748875411,42.24173307959701,324.5794907289671,919.2579216457743,719.7048207195687,1380.6765202284378,1244.1727321249796,932.3827561690689,1832.5668543782651,1193.891084640001,1524.8521873163627,2098,-3761
16,pais-vasco,País Vasco,2011-04-01,2923.0,89.79,44.14848108933569,381.36,1189.2,813.0,1555.6,1432.1,2405.3,3408.1,5426.6,1743.4,8668,103220
16,pais-vasco,País Vasco,2011-06-30,2934.7886925685593,88.78784776016055,44.42838446451073,379.8138765928362,1203.9949422597267,792.4824322256708,1574.0696111875618,1431.8869622072857,2409.9845118711864,3321.3123520274235,5420.04708622155,1739.100944815853,5322,97379
17,la-rioja,La Rioja,2010-07-03,1563.637030554102,87.47207459312467,43.00641836171547,369.32069285663204,1050.5027089976193,768.5205052315391,1571.8462109965928,1427.2055939776576,1825.0703998741926,2832.8700508535353,4285.121567585222,1737.1219789700126,2829,38454
2,aragon,Aragón,2010-07-01,1774.0,88.001,43.80628432851441,369.6,1051.6,770.4,1571.6,1433.1,1850.2,2864.3,4365.4,1724.9,6692,128748
14,region-murcia,Región de Murcia,2004-07-01,1201.0,76.192,37.400149928478,325.13,928.2,752.6,1372.8,1248.2,819.3,1905.9,1369.5,1527.3,14510,101446
12,galicia,Galicia,2007-07-04,1419.0475841755356,82.32936445365794,45.157395311558645,350.1107933049525,1154.770810879392,866.2797095390864,1692.5300401958636,1473.0710887264745,2007.901696707481,2637.057895454899,2832.0537994366164,1689.4910235402742,14677,79233
8,castilla-mancha,Castilla-La Mancha,2010-06-28,1308.5706374666518,87.3353029223991,41.149042007176924,368.3462043310727,1051.1342579836944,772.6346835619452,1574.1400043331782,1438.9325069334782,1808.565086340956,2831.209028517147,4418.756658388846,1731.6041578925594,10448,180368
9,catalunya,Cataluña,2013-06-23,1616.2683128610827,92.75942416506362,42.03403939370311,392.65307259610137,1071.2375796996905,699.8444512716796,1683.293226667199,1421.5038146792808,2184.2637234039316,3481.8180506249555,5395.871599713757,1758.7458483226587,9348,684177
7,castilla-leon,Castilla y León,2012-06-27,1244.1864590008342,91.6428480072376,46.492232742166316,387.02271481320895,1151.6365579430887,754.5944392736009,1628.6849474793332,1429.6085366302277,2308.3003863430836,3486.6491877350772,5735.011132211044,1744.8513719540715,4565,143751
19,melilla,"Melilla, capital",2016-01-06,1597.5658089112774,92.14911248224237,34.717488961530776,386.33869222323193,920.2171833386898,728.8669980419162,1630.432074458473,1461.622110588833,1679.5274847282726,2531.3527551917473,2887.1161134301838,1802.3842045395616,621,7576
4,islas-baleares,Islas Baleares,2016-01-01,2015.509946238766,91.80266696893794,41.23520395181291,386.33831668269863,921.1814442277664,727.9816017637244,1625.7410088278752,1449.3820550742648,1685.8538807805787,2524.277377315073,2919.0605752705774,1819.824848077738,1378,146455
11,extremadura,Extremadura,2010-04-01,1013.0,88.743,42.342710845299024,369.61,1048.6,820.5,1593.4,1432.7,2036.6,2862.2,4463.8,1724.3,5300,29083
8,castilla-leon,Castilla y León,2017-01-01,979.3042981589604,94.84791438483452,48.065941915878334,394.04914425048315,1077.2204175330148,746.4422719520045,1623.9623529143864,1441.9843985364137,2050.629443298598,3297.1852697159775,4531.099481743214,1858.3884699137168,6302,105796
16,pais-vasco,País Vasco,2006-03-31,2658.6225573066317,79.7593668005443,42.83813607959881,347.3468295186388,1029.2383521877016,891.6312688387288,1560.3455030852056,1365.0072487233615,1883.301685875488,2606.772102479747,2546.627701198977,1577.3095259809973,14031,77117
12,galicia,Galicia,2019-07-03,1068.446369192459,96.62933880193032,48.571510815114394,405.38021369298434,1132.3415149275663,787.7398659721036,1651.0426791542534,1480.15956599,2040.2667550028837,3284.593700968934,5330.609560745509,1888.2384280161875,3756,64487
19,melilla,"Melilla, capital",2019-06-25,1705.2264596544912,94.92097503765488,35.894464386586534,407.6719900412804,1132.7418290180835,792.5358903965999,1645.8296527785621,1482.3712467617875,2095.494064847078,3323.942551087843,5488.236693945289,1893.202207581288,312,-6297
4,islas-baleares,Islas Baleares,2014-10-01,1939.0,93.488,40.97498742372214,393.99,1047.0,772.9,1633.4,1455.0,2121.1,3400.9,5163.1,1781.7,2138,149616
7,castilla-leon,Castilla y León,2007-10-03,1551.0158790642429,83.2698293104078,45.186424353611315,355.48895421303524,1123.0121171223645,795.9499765847869,1687.5906206066697,1481.503264177031,2020.788157653901,2743.7700303332713,3140.4088011761046,1708.7555941035287,18248,127588
2,aragon,Aragón,2006-07-04,1824.9635831019527,81.34022616814723,43.2371480542518,346.904397812501,1068.4385332686757,894.1470377959009,1560.6374744062023,1371.7041034964075,2134.7078134119693,2586.3890583072266,2554.760340656979,1595.4988723801293,11339,77700
11,castilla-mancha,Extremadura,2014-01-04,883.6513548748486,94.37556689094966,43.930159254328935,389.90620656485015,1052.1545790340633,677.7465769014515,1630.7563003358237,1431.0275375530616,2107.087704768786,3387.115333921465,5195.631554599827,1770.3160623044373,1670,20792
14,region-murcia,Región de Murcia,2012-12-21,1238.1524616977638,94.3343928033779,39.23177585213079,389.9359718856449,1111.8759248959957,734.9930874602993,1617.2046721015172,1416.1207311400299,2433.880688754341,3503.461520019274,5322.833639353125,1754.1593793270697,4608,143216
4,islas-baleares,Islas Baleares,2010-01-01,2461.0,85.842,39.64053684165656,364.64,942.1,765.5,1612.6,1432.7,1818.3,2669.9,3896.2,1725.0,6788,197599
14,region-murcia,"Melilla, capital",2008-07-05,1699.0531739970427,88.47340435224847,37.823034948557414,367.8890251669768,1437.9403929000957,842.3441560021126,1711.3522481020605,1499.450313641142,1886.7317600521162,3686.531271637687,4137.707125655266,1735.6065966225447,11071,159909
3,principado-asturias,Principado de Asturias,2003-06-29,1111.0919177455437,74.68884731851115,44.79723424498172,314.6627487045019,734.8460820317684,707.7981002082685,1320.079899453665,1230.212705088832,592.0275243247991,1899.1226395399826,1501.9309127237639,1521.4228469818418,6459,3393
11,extremadura,Extremadura,2012-01-08,1033.1252960021372,91.60941737782436,43.325641686435446,380.2080606625595,1158.0132164361517,801.4540972520208,1603.4675755236449,1428.3163776114325,2342.8393557786676,3691.2634274727684,5946.214408452543,1751.0093845721865,2749,18622
19,melilla,"Melilla, capital",2015-01-03,1698.0555697400155,92.93144729720511,34.771174723491065,385.9862592377166,1027.3487262857154,794.9403167088208,1651.3973122315433,1451.986242422145,2011.2459966546176,2962.356658241405,4213.327865229356,1791.3017005311976,2267,-891
7,cantabria,Cantabria,2005-07-05,1602.105307106303,77.83980833073169,43.017983738631926,335.0052296106255,949.6161428997045,767.6708883701314,1435.5645541480997,1292.2915474653546,1079.517599229929,2311.504753534195,1958.3526632129626,1560.4774124974076,3659,4429
7,castilla-leon,Cantabria,2014-07-08,1041.085195685651,93.3149119619293,47.858910869892156,390.7491009809069,1044.8764563632765,718.9692885694376,1608.689438620678,1451.0993130698005,2074.3861043235283,3409.130953985171,5276.822777037963,1789.7045333721064,3848,98454
11,extremadura,Extremadura,2007-04-05,1047.1515871961071,84.79079217613217,41.82499853822278,352.61289904924564,1158.5050304018546,888.2232808363423,1689.0142480281613,1469.5194227333059,2011.728954608897,2376.519037134132,2296.116180520015,1672.091309895625,7981,28501
9,catalunya,Cataluña,2012-12-24,1778.5470672671597,91.87632958693312,41.98082061314885,391.5986331168443,1111.3687530874456,729.6234331070696,1603.9270537382042,1419.8695921497717,2457.2688675778904,3495.9203991845798,5121.332368883314,1760.4949420072458,14806,695975
14,region-murcia,Región de Murcia,2014-04-03,1136.9510497013418,95.83039849121771,39.77450754601689,394.29928693302287,1042.8184295543717,684.72138162223,1614.1696459188638,1440.7367328983757,1946.6015221723333,3257.112974521424,5080.22968238544,1778.2328094282582,1245,130559
15,comunidad-foral-navarra,Comunidad Foral de Navarra,2011-07-07,1857.3899075598315,90.70129736774392,42.475454114297186,381.42897067886895,1195.6321761299853,795.0165428321616,1562.4752099271063,1414.6933276638267,2480.181127431443,3279.263704457347,5518.969678892558,1726.7141676652375,1724,35914
6,cantabria,Cantabria,2015-04-01,1297.90329573412,92.93658863656522,45.543647116152464,391.8105417010982,1013.5092559231324,818.3101360250836,1643.473710450383,1457.9271509026992,2274.785357460264,3052.1776005156066,4177.806526023724,1802.144374193389,281,12253
17,la-rioja,La Rioja,2016-10-01,890.0,94.169,44.911098985115856,393.92,990.1,723.0,1649.9,1436.6,1725.9,2951.5,3786.0,1846.0,575,22933
13,galicia,Galicia,2012-09-27,1267.2226420413872,94.91487577881874,46.52053053229285,397.38653210080884,1117.4967217793308,747.9586861024993,1644.976597179778,1436.0792447186586,2341.427547254496,3620.336516987088,6005.332690098894,1750.244601451366,3193,100667
13,comunidad-madrid,Comunidad de Madrid,2016-09-28,1935.7191815865106,95.01528196071258,42.60961680840989,394.0292713279948,982.7436207602404,724.6318301126922,1660.113124975032,1436.3412609384975,1702.2362297841498,2944.4683582946677,3811.927759972302,1842.6407639357517,17257,596567
18,la-rioja,La Rioja,2015-09-30,947.7351819690277,94.22346670876523,44.40771710052139,392.0397502941946,964.8221430228501,733.9252212896711,1629.0632377528852,1444.7934502632454,1896.0709070430873,2812.4073955687613,3327.1723217511903,1808.0357106486,883,19596
4,islas-baleares,Islas Baleares,2017-12-23,2084.8563237490266,94.53553390333762,41.86675471972714,399.16112680338955,1188.2030016549368,805.2567727331565,1593.9173960161024,1451.2459396004797,2186.1460200762704,3231.232174599105,4415.875901331418,1868.3258192077901,4188,146315
10,comunitat-valenciana,Comunitat Valenciana,2013-04-01,1241.6882156572356,94.62768238204048,41.55941964911319,393.9552054839842,1101.5994861062775,725.439500861264,1654.6589700267448,1425.2738091828598,2245.7637648504974,3462.4432089824595,5639.802425915617,1761.6359579601863,7766,676150
10,comunitat-valenciana,Comunitat Valenciana,2009-12-24,1631.0211793559547,86.57471508524131,41.25118002899883,365.17831091708706,945.2857349315017,768.4182109443586,1611.4531764209255,1444.7565085199624,1863.1398110850444,2662.712908418009,3998.875370176504,1728.7954602723228,28492,752215
10,comunitat-valenciana,Comunitat Valenciana,2020-10-01,1147.0,97.036,44.39503252011511,404.51,1069.7,751.6,1650.3,1522.9,2126.8,2900.5,5075.1,1902.8,12603,560404
13,comunidad-madrid,Comunidad de Madrid,2015-01-04,1811.1795814739414,92.76802560787698,42.17670713006091,384.2982794893718,1021.7774484589168,801.1287640197303,1654.419737561198,1452.6984594875796,1997.539768028507,2873.827440774503,4112.415713787533,1781.1815845408014,16140,614488
8,castilla-mancha,Castilla-La Mancha,2006-12-29,1574.4607839337402,81.64190966453951,41.29347816157001,345.68580222670374,1085.035965190591,894.7881567120718,1629.2900551678242,1434.054383556606,1556.3609178891961,2260.325013207118,2138.1704844772685,1635.844328897443,24882,143095
10,comunitat-valenciana,Comunitat Valenciana,2015-12-29,986.886259258569,92.37942057119844,43.12593838771829,383.9811493638087,923.080615255299,728.8710505192596,1627.003718045205,1457.3301843802678,1713.8630912210754,2545.821688513526,2949.6979627217106,1815.9582333612263,9261,498356
9,catalunya,Cataluña,2010-03-29,2417.523332838467,86.64216197152048,41.10434906972236,372.5605027861065,1047.7318445254937,820.9090208861788,1594.6747677497158,1432.690386159931,2014.4535073738145,2894.2356431659537,4379.175932320934,1719.3686364870844,36798,768327
4,islas-baleares,Islas Baleares,2017-10-06,2047.5158985550097,95.08832583278955,41.71031903381109,398.5090748047399,1134.9566582359182,778.3144207311145,1613.7734939442707,1449.7652260310444,2322.5974512923144,3086.179626916117,4551.12810143591,1854.7005650413466,3278,148961
7,castilla-leon,Castilla y León,2009-06-30,1504.7414032033873,85.68802145200699,45.62786044553378,363.18046513186806,962.3265313784262,641.4110859681973,1626.6351400506392,1454.6090181724448,1303.634766778653,2510.604967099095,3298.0047794331176,1729.1271085052292,15022,148954
18,ceuta,"Ceuta, capital",2020-12-28,1862.4041178333155,97.77150334487101,38.7529088158612,406.1189758472396,1190.140166592938,769.0187900854603,1666.786268312385,1535.6910575780744,2417.711798450333,3247.3641918343797,5016.068041740095,1909.4840104668547,609,7703
15,comunidad-foral-navarra,Comunidad Foral de Navarra,2004-10-09,1469.5387074870919,77.91513292182815,41.43395854618912,327.8446516351695,1014.6875376906528,772.7562303093803,1377.2811811021186,1250.2236813393815,905.5860352489594,2009.157374359267,1361.000322868524,1524.4946846055427,3386,27602
2,aragon,Aragón,2018-03-30,1094.0247415631165,95.62974619486643,46.19118460234684,400.41175737308913,1201.9697778587906,790.5841203403312,1630.5623459726937,1449.0038598599028,2173.070048765142,3070.0512088455143,4644.9520472823615,1849.187781185185,2660,116241
