Timestamp,Sensor_ID,Temperature (°C),Humidity (%),Vibration_Level (Hz),Material_Usage (kg),Energy_Consumption (kWh),Worker_Count,Task_Progress (%),Safety_Incidents,Resource_Utilization (%),Risk_Score,Simulation_Accuracy (%),Optimization_Suggestion,Performance_Score
1/1/2023 0:15,Sensor_37,20.5021353,20.8447798,44.97926082,838.052011,242.5435177,64,0.941532943,0,69.59474556,55.60945084,88.05774958,Optimize Material Usage,Exceptional
1/1/2023 0:16,Sensor_90,24.12726729,20.41745524,37.09064546,123.2803736,244.9446808,93,1.00996866,0,92.45518185,79.24329312,85.01636504,Enhance Safety Measures,Exceptional
1/1/2023 0:17,Sensor_27,30.74269295,34.40759723,48.60914841,192.4713195,209.5125127,74,1.092782565,0,58.00194752,29.10583054,89.04054376,Increase Machinery Efficiency,Exceptional
1/1/2023 0:18,Sensor_98,27.95835056,26.04843183,29.95357552,695.2363627,54.00763995,86,1.186307443,0,61.5746956,24.09715675,97.16516485,Adjust Schedule,Exceptional
1/1/2023 0:19,Sensor_21,23.73687421,35.61268208,12.0856866,362.1237177,417.1874485,67,1.231365145,0,66.6695698,51.77207693,88.47891408,Increase Machinery Efficiency,Exceptional
1/1/2023 0:20,Sensor_7,33.35558684,30.62259767,16.3827515,956.2475966,100.2016947,53,1.279741406,0,54.42976687,48.20559486,83.25277594,Reallocate Workers,Exceptional
1/1/2023 0:21,Sensor_32,19.18481582,21.71120149,15.99179616,492.4545509,497.9662691,86,1.377503915,0,72.19204714,47.95500171,95.15882023,Adjust Schedule,Exceptional
1/1/2023 0:22,Sensor_70,23.76433946,74.55824878,16.32471638,486.4283384,397.8313214,23,1.447302151,0,74.29621944,40.52769974,87.38704957,Adjust Schedule,Exceptional
1/1/2023 0:23,Sensor_49,25.9908553,20.49338788,33.64820866,710.2715592,311.0045079,85,1.533923748,0,55.73999989,72.70575444,94.34586921,Optimize Material Usage,Exceptional
1/1/2023 0:24,Sensor_57,28.68209953,64.16492866,26.5403964,790.8117061,119.572888,61,1.563865006,0,71.35493531,61.46907319,82.68644224,Reallocate Workers,Exceptional
1/1/2023 0:25,Sensor_22,38.55527884,29.12887322,19.2712089,528.0028643,281.9268371,43,1.602401773,0,59.86480253,48.78152848,86.40597544,Reallocate Workers,Exceptional
1/1/2023 0:26,Sensor_35,20.99021346,74.73377732,7.454488436,292.6008115,167.4989334,72,1.647646244,0,93.76058849,72.07004947,80.42948973,Reallocate Workers,Exceptional
1/1/2023 0:27,Sensor_3,30.42703315,73.56775638,1.106958147,795.9777785,163.545136,36,1.686170224,0,75.46467121,26.16960911,84.47322539,Optimize Material Usage,Exceptional
1/1/2023 0:28,Sensor_22,32.77243707,59.23406878,10.94173388,388.3161474,423.2881622,21,1.775752455,0,97.59830711,89.18367757,92.29327558,Increase Machinery Efficiency,Exceptional
1/1/2023 0:29,Sensor_80,16.39351238,60.33404899,5.373570198,257.5996924,221.2899908,47,1.831788373,0,67.07157468,38.41676684,85.5697506,Enhance Safety Measures,Exceptional
1/1/2023 0:30,Sensor_39,33.22634556,20.32034852,39.27225154,668.4761709,252.8257115,65,1.927616612,0,67.06975714,32.7592673,82.64497039,Increase Machinery Efficiency,Exceptional
1/1/2023 0:31,Sensor_20,20.11572371,79.09229397,5.624897891,181.4083003,429.334132,74,1.966535632,0,66.93559234,54.22749533,81.06855114,Increase Machinery Efficiency,Exceptional
1/1/2023 0:32,Sensor_13,16.95154779,72.66995621,36.21141187,974.2174076,89.50578157,99,1.979887649,0,63.41422569,27.04094061,91.45234729,Adjust Schedule,Exceptional
1/1/2023 0:33,Sensor_39,43.46656612,73.70637354,19.28293449,669.157538,317.5780339,49,2.002313177,0,89.21183076,26.87401743,81.46473016,Increase Machinery Efficiency,Exceptional
1/1/2023 0:34,Sensor_67,43.96896099,59.55467222,3.668919487,987.3059688,310.1970566,30,2.031849516,0,64.13704056,7.787463948,95.17719673,Adjust Schedule,Exceptional
1/1/2023 0:35,Sensor_51,39.25192044,40.68721572,40.63650247,405.0040811,241.3465562,41,2.099446789,0,64.40066067,65.19390522,86.78645703,Optimize Material Usage,Exceptional
1/1/2023 0:36,Sensor_64,24.13841308,73.61891895,28.98152851,974.0846451,423.3985886,98,2.1257447,0,52.34481293,91.27303646,85.79394172,Enhance Safety Measures,Exceptional
1/1/2023 0:37,Sensor_45,17.93016342,37.49101569,11.78807564,231.006023,474.3005276,21,2.170079567,0,98.26806908,68.52635539,91.87112788,Reallocate Workers,Exceptional
1/1/2023 0:38,Sensor_20,35.5269908,53.7626926,44.73405872,136.6252951,259.4011379,98,2.251664381,0,94.31469244,56.77374472,90.57575639,Increase Machinery Efficiency,Exceptional
1/1/2023 0:39,Sensor_92,28.20457481,25.98385834,2.262915694,129.6856544,255.2661729,35,2.272892692,0,64.62548279,71.17886224,98.76417569,Increase Machinery Efficiency,Exceptional
1/1/2023 0:40,Sensor_7,18.66114705,75.31733781,10.09098041,518.3833335,275.9286784,45,2.290135905,0,76.03845186,96.64508441,80.97350962,Adjust Schedule,Exceptional
1/1/2023 0:41,Sensor_69,29.8553073,28.44622747,37.60234639,174.7037777,375.4058139,25,2.348733225,0,74.13725482,33.64937422,96.17602843,Reallocate Workers,Exceptional
1/1/2023 0:42,Sensor_57,16.03165563,33.49380834,35.46889652,560.9510958,350.6271308,87,2.421559437,0,54.38515483,43.06905577,91.38997066,Reallocate Workers,Exceptional
1/1/2023 0:43,Sensor_49,42.27961206,53.48804949,14.46358469,394.7504532,150.2757271,43,2.513545224,0,76.55985694,28.62184218,96.76977165,Increase Machinery Efficiency,Exceptional
1/1/2023 0:44,Sensor_45,22.76339945,65.84558001,3.101243768,402.0660932,78.75290687,33,2.583123125,0,55.66632984,1.672105766,93.18433449,Optimize Material Usage,Exceptional
1/1/2023 0:45,Sensor_44,34.87566853,57.16107836,42.90390361,672.0480969,477.1643584,81,2.678279224,0,71.70448133,34.74265484,94.48464436,Enhance Safety Measures,Exceptional
1/1/2023 0:46,Sensor_10,24.35133228,33.92803477,15.6848819,246.7882055,167.4813919,48,2.710286568,0,54.39021434,7.16155547,94.94728973,Reallocate Workers,Exceptional
1/1/2023 0:47,Sensor_82,30.60204064,20.05658255,9.785670746,789.8980333,337.3685081,73,2.751050482,1,79.44580928,85.83987642,80.28794147,Optimize Material Usage,Exceptional
1/1/2023 0:48,Sensor_7,31.40130838,65.42903482,25.80309112,623.8278278,422.7971012,86,2.836588353,0,52.45044419,71.56091938,95.9275107,Increase Machinery Efficiency,Exceptional
1/1/2023 0:49,Sensor_93,20.54563367,79.11243955,45.51135996,923.450166,185.1245377,38,2.919583197,0,81.42143151,30.40314092,92.90809352,Reallocate Workers,Exceptional
1/1/2023 0:50,Sensor_33,44.08753883,68.59478722,2.177328892,428.3565884,335.9450361,40,2.989423329,0,85.36092346,32.79446601,98.00028394,Reallocate Workers,Exceptional
1/1/2023 0:51,Sensor_84,38.2539847,47.61239709,38.2902044,984.4434929,98.55510852,72,3.044965516,0,78.54315965,56.96032739,82.53065216,Optimize Material Usage,Exceptional
1/1/2023 0:52,Sensor_21,43.18496825,74.22603568,28.6236614,618.244882,486.46915,52,3.056559542,0,73.47450152,79.80319174,97.50992917,Reallocate Workers,Exceptional
1/1/2023 0:53,Sensor_47,41.84482051,44.59086039,21.27245583,976.0617606,76.17122377,28,3.091799498,0,53.03963532,71.87072959,96.23506875,Optimize Material Usage,Exceptional
1/1/2023 0:54,Sensor_12,32.93699936,51.49604505,37.20402221,124.3545886,247.1786032,19,3.116049874,0,50.56766355,2.881812787,84.30032099,Optimize Material Usage,Exceptional
1/1/2023 0:55,Sensor_34,42.65622705,48.62778604,48.29122122,755.1786902,291.5686589,65,3.130655607,0,67.12157646,78.52960421,82.35733216,Optimize Material Usage,Exceptional
1/1/2023 0:56,Sensor_49,17.65477506,46.85743236,11.46031056,834.9593719,405.7168004,69,3.210502782,0,88.5626217,88.13338107,91.94361447,Increase Machinery Efficiency,Exceptional
1/1/2023 0:57,Sensor_46,20.87948587,66.51144616,7.182368254,147.855958,104.5078327,52,3.232320871,0,82.36389475,8.988980817,92.84317596,Increase Machinery Efficiency,Exceptional
1/1/2023 0:58,Sensor_62,16.35681867,51.60613444,45.64408726,621.0726976,248.3635882,57,3.274488031,0,56.26404719,77.00597294,93.50744154,Enhance Safety Measures,Exceptional
1/1/2023 0:59,Sensor_16,24.75990992,39.00302732,33.44765387,821.7480642,184.8702063,49,3.37245915,0,84.39695816,25.17290851,96.06555857,Increase Machinery Efficiency,Exceptional
1/1/2023 1:00,Sensor_58,26.66031869,35.48949006,21.89930108,604.9348527,190.4048221,43,3.419282959,0,78.74577952,17.3708394,90.5774339,Optimize Material Usage,Exceptional
1/1/2023 1:01,Sensor_99,23.14047095,22.26483902,28.66297851,157.4322314,400.4545622,10,3.442018534,0,58.33615968,54.38765338,85.39521933,Reallocate Workers,Exceptional
1/1/2023 1:02,Sensor_46,39.86212527,54.99170971,37.28069526,724.1025168,52.45742526,28,3.514097148,0,87.76508207,55.26718763,96.28424562,Enhance Safety Measures,Exceptional
1/1/2023 1:03,Sensor_92,25.7025998,33.79768492,38.65159494,154.5372232,387.0876386,10,3.596991901,0,91.51522543,47.08768575,88.23444748,Enhance Safety Measures,Exceptional
1/1/2023 1:04,Sensor_96,23.42803529,28.88803532,45.99470904,835.7220055,414.6792936,97,3.632115464,0,61.62787158,90.18031738,88.25761175,Reallocate Workers,Exceptional
1/1/2023 1:05,Sensor_100,31.28088249,59.22979783,21.34213944,138.730765,455.6130097,34,3.714957055,0,81.79431467,24.16155888,89.35717767,Increase Machinery Efficiency,Exceptional
1/1/2023 1:06,Sensor_100,19.22772675,60.87255547,14.6705455,223.6576429,332.0968115,77,3.749393952,0,68.90662401,60.25437581,95.87554277,Enhance Safety Measures,Exceptional
1/1/2023 1:07,Sensor_85,39.06590942,65.12929354,31.98321334,347.5968315,200.0548977,97,3.821774017,0,52.92304991,40.98672128,98.44478729,Reallocate Workers,Exceptional
1/1/2023 1:08,Sensor_1,17.23651931,50.21461378,20.78639496,670.028313,242.2556296,93,3.843006343,0,93.06766119,87.37789978,83.25088714,Increase Machinery Efficiency,Exceptional
1/1/2023 1:09,Sensor_94,44.6066081,73.64327631,29.7299227,978.7231897,486.381237,37,3.891510408,0,91.03722405,13.28151401,82.32074222,Optimize Material Usage,Exceptional
1/1/2023 1:10,Sensor_1,38.16734308,76.1805652,20.99928992,206.0405674,446.5340719,54,3.948354863,0,65.89712541,8.291527732,85.46844343,Adjust Schedule,Exceptional
1/1/2023 1:11,Sensor_16,20.96147045,68.44225639,7.649789334,228.4369023,258.5866591,33,4.023630385,0,76.57525834,99.27601992,97.18066443,Optimize Material Usage,Exceptional
1/1/2023 1:12,Sensor_58,15.16566351,58.13560892,23.47133758,431.983357,474.3783532,53,4.092133193,0,75.61848197,57.72036119,90.03433905,Enhance Safety Measures,Exceptional
1/1/2023 1:13,Sensor_46,39.46384285,38.22325722,34.5458911,852.597224,420.3296939,11,4.178934045,0,58.87295657,91.19417677,80.10751359,Increase Machinery Efficiency,Exceptional
1/1/2023 1:14,Sensor_31,36.20572032,78.9766953,39.96419038,520.5078575,455.4904377,32,4.205520241,0,57.28369542,40.82171286,91.05646909,Adjust Schedule,Exceptional
1/1/2023 1:15,Sensor_85,36.87021504,36.44817003,24.66631384,389.4495402,357.3397556,87,4.27503243,0,92.21339377,60.42952843,90.43021041,Increase Machinery Efficiency,Exceptional
1/1/2023 1:16,Sensor_86,38.1381104,32.15941532,8.261894511,605.083449,435.9443196,71,4.296529939,0,93.36790573,69.40898463,81.51677705,Enhance Safety Measures,Exceptional
1/1/2023 1:17,Sensor_67,17.22133955,46.52924683,20.73438548,334.4708777,451.2947636,24,4.349557132,0,86.25898551,98.61129725,82.83031355,Adjust Schedule,Exceptional
1/1/2023 1:18,Sensor_36,25.75397186,23.41043424,39.31469644,461.0439165,91.40746304,41,4.40676731,0,53.63827625,11.27385073,81.76761894,Optimize Material Usage,Exceptional
1/1/2023 1:19,Sensor_79,18.47607179,78.70966788,20.64296353,399.3446343,484.3476395,96,4.419221018,0,95.45710876,12.47808087,89.90194517,Enhance Safety Measures,Exceptional
1/1/2023 1:20,Sensor_82,40.89310278,55.30601338,34.82653968,823.7269202,200.1258944,13,4.435553121,0,99.03763674,52.32034863,90.08865038,Enhance Safety Measures,Exceptional
1/1/2023 1:21,Sensor_54,33.6989438,53.4171255,25.36068408,931.8301538,247.9547793,93,4.521087584,0,88.78069645,5.580018855,88.74265609,Reallocate Workers,Exceptional
1/1/2023 1:22,Sensor_62,24.92694075,59.34777679,12.06115626,783.6149729,406.3566916,40,4.556898536,0,67.67063341,72.74797864,88.56855489,Reallocate Workers,Exceptional
1/1/2023 1:23,Sensor_57,16.90675051,49.82141887,39.8075254,495.1752184,349.2033375,68,4.598051599,0,70.28873862,99.07555062,91.02851872,Adjust Schedule,Exceptional
1/1/2023 1:24,Sensor_53,24.32946965,21.92381103,4.210672704,553.9014797,451.8769606,80,4.66568816,0,93.48183634,81.14357781,92.5809611,Optimize Material Usage,Exceptional
1/1/2023 1:25,Sensor_77,24.75549966,56.73867733,26.24451414,212.5663245,230.2581878,10,4.695552476,0,64.00930538,26.5808834,98.31185994,Optimize Material Usage,Exceptional
1/1/2023 1:26,Sensor_85,36.88818535,62.97043262,10.44455171,772.17824,217.9796737,78,4.722910109,0,57.09288056,79.95613419,90.35753114,Increase Machinery Efficiency,Exceptional
1/1/2023 1:27,Sensor_85,34.12672414,45.00494364,3.353281427,636.8281115,64.25998229,23,4.770848801,0,91.14021458,62.78762949,85.04808396,Reallocate Workers,Exceptional
1/1/2023 1:28,Sensor_94,41.61638228,65.43773432,25.14669685,912.1959965,258.2264195,32,4.786158504,0,59.66662751,11.94197646,98.51741249,Adjust Schedule,Exceptional
1/1/2023 1:29,Sensor_27,29.16644775,33.62007796,24.9781078,280.5500292,375.8318466,80,4.878685826,0,95.36499144,56.59241505,82.00949387,Reallocate Workers,Exceptional
1/1/2023 1:30,Sensor_63,18.58782738,33.27659546,35.34504508,783.7535097,185.5304229,25,4.973295626,0,79.78410635,89.67766023,85.94058081,Enhance Safety Measures,Exceptional
1/1/2023 1:31,Sensor_70,36.39734362,29.68501926,37.23753465,716.2044955,258.2269312,18,5.023633641,0,77.76849262,28.99229365,97.14606725,Optimize Material Usage,Exceptional
1/1/2023 1:32,Sensor_64,37.82355146,42.31968559,36.38957443,339.2609804,148.7289958,40,5.052465187,0,88.78746657,65.91075163,97.93345153,Adjust Schedule,Exceptional
1/1/2023 1:33,Sensor_30,31.83831593,70.82072212,20.47793665,700.6407756,397.7545126,70,5.104816901,0,50.82326441,4.156473185,92.2551189,Optimize Material Usage,Exceptional
1/1/2023 1:34,Sensor_32,38.1290154,69.67472373,31.58448936,931.9360425,77.2302026,54,5.123810888,0,85.67694982,83.42153026,80.27780692,Enhance Safety Measures,Exceptional
1/1/2023 1:35,Sensor_72,29.81386789,42.96945248,28.84726213,926.5923889,367.4223748,16,5.169612647,0,79.92469772,20.59373565,88.40885491,Enhance Safety Measures,Exceptional
1/1/2023 1:36,Sensor_48,30.68198488,55.34712416,21.07808781,747.6639171,220.5230053,66,5.186242546,0,76.18903439,60.86252363,97.72233878,Increase Machinery Efficiency,Exceptional
1/1/2023 1:37,Sensor_65,27.82623055,63.24897899,29.86063471,143.2658013,68.71823122,73,5.259797459,0,60.86630617,52.41934419,96.90429724,Increase Machinery Efficiency,Exceptional
1/1/2023 1:38,Sensor_20,15.7625738,34.47240648,47.36239384,885.0379036,434.0613143,11,5.294611679,0,91.47172224,54.81303129,96.98173218,Adjust Schedule,Exceptional
1/1/2023 1:39,Sensor_14,18.23674281,30.08846515,9.644687184,692.0007463,269.4748384,15,5.351471032,0,62.53251615,25.37367879,85.58319048,Enhance Safety Measures,Exceptional
1/1/2023 1:40,Sensor_44,15.94287557,78.32575959,45.28860479,379.3908279,319.6935363,70,5.362689574,0,74.48864376,55.91120051,95.67148987,Increase Machinery Efficiency,Exceptional
1/1/2023 1:41,Sensor_69,34.09231234,57.05343879,2.672775699,268.5253255,379.4138112,43,5.419906855,0,57.9040173,60.2751357,92.77393274,Enhance Safety Measures,Exceptional
1/1/2023 1:42,Sensor_85,24.43067943,78.88494331,15.41946065,204.5834767,344.7834949,26,5.43020097,0,98.68551035,42.54566981,96.9803952,Increase Machinery Efficiency,Exceptional
1/1/2023 1:43,Sensor_46,30.25712073,40.26535923,14.40726243,145.2132093,378.8855919,35,5.523468266,0,59.72664422,63.32530467,92.12036839,Reallocate Workers,Exceptional
1/1/2023 1:44,Sensor_14,42.22699422,62.181902,31.31825539,778.6929232,393.0267581,85,5.578572476,0,90.16092007,19.15738255,87.1278895,Optimize Material Usage,Exceptional
1/1/2023 1:45,Sensor_84,22.47876687,33.35621819,6.561247589,312.258699,315.1181888,29,5.597578461,0,63.15396254,51.25952597,92.05363187,Enhance Safety Measures,Exceptional
1/1/2023 1:46,Sensor_69,27.31148769,35.67201028,44.11738059,121.8276424,214.5370239,50,5.638273391,0,62.80216187,71.68015743,86.79895803,Adjust Schedule,Exceptional
1/1/2023 1:47,Sensor_62,37.66653416,50.71412728,41.42757042,457.5435867,159.4139674,67,5.652419433,0,71.08551945,36.79959221,80.04742718,Adjust Schedule,Exceptional
1/1/2023 1:48,Sensor_73,21.86394496,39.17708753,32.60329098,534.3463725,456.3064565,63,5.710200022,0,92.29237979,41.11463446,95.51860913,Adjust Schedule,Exceptional
1/1/2023 1:49,Sensor_83,17.30939729,30.05729383,22.92069159,252.3072078,486.4661801,38,5.731210912,0,84.37787087,16.42039781,96.13797975,Optimize Material Usage,Exceptional
1/1/2023 1:50,Sensor_94,23.69254359,35.77284212,46.64780211,139.6435025,210.9482398,57,5.783790589,0,93.58174222,61.64491144,94.21347818,Enhance Safety Measures,Exceptional
1/1/2023 1:51,Sensor_33,19.83663862,22.14490367,41.53732774,270.2129348,100.5398281,86,5.821286298,0,52.36061521,12.35192055,84.32242337,Adjust Schedule,Exceptional
1/1/2023 1:52,Sensor_29,42.89092957,62.26541729,24.9657574,711.1924857,150.1417972,99,5.899828804,0,97.7846364,50.08081996,82.58195232,Optimize Material Usage,Exceptional
1/1/2023 1:53,Sensor_34,39.24361139,49.52699943,35.09366772,174.0193095,351.8003057,31,5.95323178,0,53.85684475,21.04210132,83.2287838,Reallocate Workers,Exceptional
1/1/2023 1:54,Sensor_53,34.0021127,25.65458398,28.34649761,599.5333275,127.8200165,81,6.039568456,0,86.05326946,19.41284521,89.51869899,Reallocate Workers,Exceptional
1/1/2023 1:55,Sensor_74,41.14381771,30.30163959,29.39711192,231.7707891,401.0550229,80,6.13428981,0,60.35865773,9.582956434,85.02092469,Optimize Material Usage,Exceptional
1/1/2023 1:56,Sensor_85,39.11016231,26.15207229,16.54880347,276.1202562,465.3636079,14,6.231547048,0,92.04224283,35.73978772,96.68801156,Increase Machinery Efficiency,Exceptional
1/1/2023 1:57,Sensor_59,20.59710177,56.7555685,23.10423023,453.7700949,483.6431818,61,6.26496472,0,93.11808488,86.74106272,90.34304314,Optimize Material Usage,Exceptional
1/1/2023 1:58,Sensor_19,41.77676995,25.65262182,3.906071539,190.7428024,54.19647769,10,6.344045902,0,77.56248715,60.49130061,88.55309803,Enhance Safety Measures,Exceptional
1/1/2023 1:59,Sensor_84,31.18026726,65.25693998,17.86743458,255.8831525,481.1693742,54,6.393475876,0,70.14353596,77.91093435,96.56022349,Increase Machinery Efficiency,Exceptional
1/1/2023 2:00,Sensor_66,39.22320465,21.23065516,34.79142577,414.0571703,383.0874886,49,6.44183146,0,89.66856033,11.45707729,81.54040011,Enhance Safety Measures,Exceptional
1/1/2023 2:01,Sensor_36,41.882739,34.96254728,47.66080153,396.7021049,87.82260452,73,6.529972197,0,93.70156817,31.3314284,96.54864317,Adjust Schedule,Exceptional
1/1/2023 2:02,Sensor_21,24.54010425,73.44000055,48.15320564,774.3443371,236.858211,20,6.553082399,0,86.91298253,38.86140959,95.24049572,Reallocate Workers,Exceptional
1/1/2023 2:03,Sensor_17,18.30155774,63.11187909,27.78614346,167.3040746,365.0204636,61,6.606085326,0,95.34583792,86.00091006,93.05461562,Increase Machinery Efficiency,Exceptional
1/1/2023 2:04,Sensor_87,21.83805488,24.37809998,30.33111259,874.4056621,480.5084717,16,6.669444818,1,81.32657935,66.43982876,82.10895053,Enhance Safety Measures,Exceptional
1/1/2023 2:05,Sensor_63,27.81323366,69.26756627,9.286059275,834.6089537,123.8636271,60,6.685395926,0,83.52359658,49.04784686,80.99547326,Enhance Safety Measures,Exceptional
1/1/2023 2:06,Sensor_65,39.54044298,49.58210729,34.7654054,789.3924757,107.4799769,30,6.773202209,0,78.59309808,30.04821118,83.1561059,Increase Machinery Efficiency,Exceptional
1/1/2023 2:07,Sensor_30,40.8219175,70.80698163,3.532939634,378.4351262,262.556174,48,6.811492729,0,74.40811186,75.99496181,85.13567518,Reallocate Workers,Exceptional
1/1/2023 2:08,Sensor_84,15.20856392,56.04438647,14.23428429,840.593607,485.6445022,53,6.880606497,0,82.74302991,88.83236465,91.70844813,Enhance Safety Measures,Exceptional
1/1/2023 2:09,Sensor_74,30.32241908,60.90998192,33.41816736,264.5218723,487.1206469,66,6.974133697,0,78.05776979,53.68125177,81.52640598,Enhance Safety Measures,Exceptional
1/1/2023 2:10,Sensor_36,27.52233009,79.61009362,15.51550658,211.9682853,152.5616335,50,7.048911622,0,86.56199877,4.342653598,83.47777382,Adjust Schedule,Exceptional
1/1/2023 2:11,Sensor_1,21.66323431,33.94013276,2.492343706,140.4607001,193.7062166,48,7.13865257,0,96.7117193,27.18516333,83.80792382,Reallocate Workers,Exceptional
1/1/2023 2:12,Sensor_80,18.59596102,57.43673449,41.59352047,945.3793267,458.6143935,29,7.154911592,0,68.65235907,74.58068146,92.7433477,Optimize Material Usage,Exceptional
1/1/2023 2:13,Sensor_57,25.12845514,47.6192834,15.51650036,377.2098079,380.6786709,31,7.209257712,0,70.55842092,38.76022127,86.57726559,Increase Machinery Efficiency,Exceptional
1/1/2023 2:14,Sensor_59,43.28729112,22.36711718,3.155261243,925.8560922,487.5423929,38,7.270092604,0,50.75167888,62.59174461,85.22985975,Reallocate Workers,Exceptional
1/1/2023 2:15,Sensor_47,24.69608796,20.86823849,3.739408225,345.3522054,451.9167634,55,7.342106103,0,76.3517282,52.4521752,80.5527238,Reallocate Workers,Exceptional
1/1/2023 2:16,Sensor_4,30.56371865,27.15371467,12.58793994,916.8093634,146.7932226,77,7.362623346,0,56.57004782,90.77170304,81.79269811,Adjust Schedule,Exceptional
1/1/2023 2:17,Sensor_1,36.09056877,58.94550443,8.900797361,913.5361476,391.8770867,12,7.431734381,0,85.80003554,30.7001701,90.44483593,Increase Machinery Efficiency,Exceptional
1/1/2023 2:18,Sensor_81,25.90888807,54.02978527,38.71500589,931.3084405,71.8543542,82,7.4548738,0,88.97934657,44.6058416,92.03359057,Optimize Material Usage,Exceptional
1/1/2023 2:19,Sensor_83,44.15346248,53.20577367,16.08420233,546.5380954,418.0247504,14,7.470958953,0,86.13702833,6.47797613,94.10281677,Adjust Schedule,Exceptional
1/1/2023 2:20,Sensor_21,43.87341885,21.91140575,40.23478925,879.3516581,320.7005431,65,7.523197682,0,77.33221742,80.4962244,89.45224346,Reallocate Workers,Exceptional
1/1/2023 2:21,Sensor_78,22.55346887,48.15817978,8.692299891,955.6893066,480.2454332,76,7.587231458,0,76.71086453,32.58219959,85.11143775,Optimize Material Usage,Exceptional
1/1/2023 2:22,Sensor_73,29.91745518,75.47736907,24.64395898,392.1552477,482.014605,98,7.683462044,0,82.32769704,72.19339517,85.55645636,Adjust Schedule,Exceptional
1/1/2023 2:23,Sensor_79,24.02634929,43.85551216,34.40185668,476.9869651,72.86679906,41,7.756338333,0,77.7350408,0.303158039,92.36574047,Optimize Material Usage,Exceptional
1/1/2023 2:24,Sensor_13,23.54521483,57.49534819,32.59954269,747.3161686,122.2346685,91,7.819563501,0,87.51454471,86.74332747,88.1015302,Reallocate Workers,Exceptional
1/1/2023 2:25,Sensor_9,16.10660842,66.78912054,30.0564705,370.3238396,267.8931713,50,7.848874342,0,94.72639073,97.19600153,83.00917777,Adjust Schedule,Exceptional
1/1/2023 2:26,Sensor_82,33.28693002,67.03551675,46.2410801,778.428378,445.7720862,38,7.872558335,0,76.80647468,46.99607546,80.07382438,Enhance Safety Measures,Exceptional
1/1/2023 2:27,Sensor_62,30.0803707,51.15680494,11.42625739,166.5029307,416.500314,75,7.937212925,0,55.5170809,48.2604331,84.93992006,Optimize Material Usage,Exceptional
